CHROMOSOME	INTERVAL	NUM_HITS	MUTATION_RATE
1	[205198501, 205199010]	1	0.00196078431372549
1	[228586506, 228586938]	1	0.0023094688221709007
1	[95221357, 95221636]	1	0.0035714285714285713
1	[38467257, 38467525]	1	0.0037174721189591076
1	[28266789, 28267240]	2	0.004424778761061947
1	[112496492, 112496710]	4	0.0182648401826484
1	[151033631, 151033908]	1	0.0035971223021582736
1	[3632943, 3633262]	2	0.00625
1	[10882938, 10883096]	1	0.006289308176100629
1	[156628549, 156628733]	1	0.005405405405405406
1	[40358231, 40358896]	2	0.003003003003003003
1	[155054335, 155054616]	1	0.0035460992907801418
1	[61822751, 61823008]	1	0.003875968992248062
1	[145144503, 145144909]	2	0.004914004914004914
1	[38148036, 38148394]	1	0.002785515320334262
1	[108642797, 108643140]	1	0.0029069767441860465
1	[6336155, 6337152]	1	0.001002004008016032
1	[54447820, 54448005]	2	0.010752688172043012
1	[17035190, 17035464]	1	0.0036363636363636364
1	[25227703, 25227840]	1	0.007246376811594203
1	[154976289, 154976920]	1	0.0015822784810126582
1	[36796692, 36796855]	1	0.006097560975609756
1	[246488293, 246488448]	1	0.00641025641025641
1	[245666934, 245667149]	1	0.004629629629629629
1	[29202808, 29203057]	1	0.004
1	[170532198, 170532475]	1	0.0035971223021582736
1	[110554263, 110554555]	1	0.0034129692832764505
1	[45298107, 45298185]	1	0.012658227848101266
1	[154785805, 154786027]	1	0.004484304932735426
1	[31656766, 31657192]	1	0.00234192037470726
1	[156680908, 156681072]	1	0.006060606060606061
1	[3267690, 3267879]	1	0.005263157894736842
1	[224921175, 224921294]	1	0.008333333333333333
1	[225959970, 225960375]	1	0.0024630541871921183
1	[36644298, 36644920]	1	0.0016051364365971107
8	[143556449, 143557788]	5	0.0037313432835820895
8	[128750490, 128751275]	44	0.05597964376590331
8	[130701457, 130702077]	2	0.00322061191626409
8	[144650570, 144652135]	7	0.004469987228607918
8	[66776674, 66777151]	5	0.010460251046025104
8	[131369829, 131371378]	7	0.004516129032258065
8	[22025916, 22026510]	1	0.0016806722689075631
8	[81490373, 81491190]	2	0.0024449877750611247
8	[81589007, 81589310]	1	0.003289473684210526
8	[23431828, 23432421]	3	0.005050505050505051
8	[46950438, 46951105]	15	0.02245508982035928
8	[61564049, 61565397]	6	0.004447739065974796
8	[93620016, 93620371]	6	0.016853932584269662
8	[145006127, 145006389]	2	0.0076045627376425855
8	[104123652, 104124151]	2	0.004
8	[125042763, 125042882]	3	0.025
8	[12654060, 12654141]	2	0.024390243902439025
8	[143906412, 143906494]	2	0.024096385542168676
8	[22427607, 22427982]	1	0.0026595744680851063
8	[142369079, 142369519]	4	0.009070294784580499
8	[37773584, 37774136]	2	0.003616636528028933
8	[37662106, 37662708]	2	0.003316749585406302
8	[102092507, 102093413]	4	0.004410143329658214
8	[144805315, 144805582]	2	0.007462686567164179
8	[103874980, 103875979]	3	0.003
8	[142339303, 142339880]	3	0.005190311418685121
8	[143274151, 143274300]	2	0.013333333333333334
8	[915646, 916057]	3	0.007281553398058253
8	[28479589, 28480587]	5	0.005005005005005005
8	[130765995, 130766075]	2	0.024691358024691357
8	[133227773, 133228129]	4	0.011204481792717087
8	[57905103, 57905522]	1	0.002380952380952381
8	[102171086, 102172007]	2	0.0021691973969631237
8	[144469042, 144469432]	2	0.005115089514066497
8	[128910677, 128911913]	5	0.004042037186742118
8	[143422029, 143422264]	2	0.00847457627118644
8	[23025459, 23025691]	1	0.004291845493562232
8	[126446870, 126447216]	2	0.005763688760806916
8	[86848135, 86848629]	3	0.006060606060606061
8	[145288161, 145288784]	1	0.0016025641025641025
8	[144476617, 144477024]	2	0.004901960784313725
8	[144800871, 144801364]	1	0.0020242914979757085
8	[144413983, 144414345]	1	0.0027548209366391185
8	[37642088, 37642414]	1	0.0030581039755351682
7	[149486904, 149487708]	7	0.008695652173913044
7	[150900035, 150901013]	9	0.009193054136874362
7	[129164284, 129164459]	1	0.005681818181818182
7	[14020690, 14021105]	5	0.01201923076923077
7	[151089318, 151089886]	7	0.012302284710017574
7	[1408029, 1409375]	7	0.005196733481811433
7	[142246082, 142246498]	5	0.011990407673860911
7	[1294351, 1294877]	2	0.003795066413662239
7	[39785732, 39786162]	3	0.0069605568445475635
7	[43043841, 43043993]	3	0.0196078431372549
7	[101360876, 101361704]	4	0.0048250904704463205
7	[158856327, 158858285]	20	0.010209290454313425
7	[158899532, 158899694]	2	0.012269938650306749
7	[1798030, 1798629]	8	0.013333333333333334
7	[32701673, 32702560]	2	0.0022522522522522522
7	[101648247, 101648519]	1	0.003663003663003663
7	[157985799, 157986371]	6	0.010471204188481676
7	[77619368, 77619814]	1	0.0022371364653243847
7	[149525666, 149526724]	6	0.0056657223796034
7	[76632675, 76634958]	6	0.002626970227670753
7	[56072475, 56072942]	3	0.00641025641025641
7	[75835870, 75836301]	4	0.009259259259259259
7	[73020036, 73020223]	3	0.015957446808510637
7	[47725440, 47725687]	1	0.004032258064516129
7	[100279072, 100281352]	8	0.0035072336694432268
7	[151417780, 151418057]	3	0.01079136690647482
7	[494469, 495935]	10	0.006816632583503749
7	[131270895, 131271429]	6	0.011214953271028037
7	[44267581, 44268654]	8	0.0074487895716946
7	[45131850, 45132590]	3	0.004048582995951417
7	[150661699, 150662236]	4	0.007434944237918215
7	[150969108, 150970802]	10	0.0058997050147492625
7	[45001154, 45001602]	1	0.0022271714922048997
7	[149457694, 149458875]	5	0.004230118443316413
7	[1287103, 1287331]	2	0.008733624454148471
7	[5335906, 5336866]	2	0.002081165452653486
7	[1687535, 1688764]	6	0.004878048780487805
7	[35037852, 35038424]	3	0.005235602094240838
7	[44196898, 44197848]	5	0.005257623554153523
7	[134236839, 134237162]	3	0.009259259259259259
7	[132340267, 132340427]	4	0.024844720496894408
7	[157589017, 157589161]	2	0.013793103448275862
7	[100400992, 100401709]	2	0.002785515320334262
7	[2697814, 2697961]	2	0.013513513513513514
7	[2722488, 2722701]	1	0.004672897196261682
7	[44613171, 44613948]	5	0.006426735218508998
7	[129162583, 129162832]	3	0.012
7	[66386980, 66387536]	3	0.005385996409335727
7	[1076236, 1076503]	3	0.011194029850746268
7	[128560479, 128560882]	2	0.0049504950495049506
7	[73636094, 73636303]	1	0.004761904761904762
7	[50564538, 50565287]	5	0.006666666666666667
7	[73632421, 73632516]	1	0.010416666666666666
7	[139703711, 139704119]	2	0.004889975550122249
7	[1267060, 1267175]	2	0.017241379310344827
7	[140335255, 140335375]	1	0.008264462809917356
7	[158319872, 158320006]	2	0.014814814814814815
7	[105295536, 105296336]	5	0.006242197253433208
7	[582270, 583235]	1	0.0010351966873706005
7	[157313606, 157313738]	2	0.015037593984962405
7	[116726947, 116727147]	1	0.004975124378109453
7	[143055230, 143055583]	2	0.005649717514124294
7	[5517692, 5518020]	1	0.00303951367781155
7	[101158040, 101158192]	2	0.013071895424836602
7	[97941602, 97941766]	1	0.006060606060606061
7	[116853061, 116853379]	2	0.006269592476489028
7	[5886771, 5887451]	2	0.002936857562408223
7	[155325734, 155326125]	1	0.002551020408163265
7	[2421051, 2421335]	2	0.007017543859649123
7	[149495752, 149496234]	2	0.004140786749482402
7	[151424479, 151425344]	2	0.0023094688221709007
7	[155021840, 155022231]	1	0.002551020408163265
7	[45620244, 45620538]	2	0.006779661016949152
7	[291694, 291948]	1	0.00392156862745098
7	[158789635, 158789973]	1	0.0029498525073746312
19	[14895589, 14896382]	9	0.011335012594458438
19	[1859958, 1860523]	3	0.00530035335689046
19	[620740, 621678]	2	0.002129925452609159
19	[12995660, 12997397]	9	0.005178365937859608
19	[35047425, 35047927]	5	0.009940357852882704
19	[13250220, 13251998]	3	0.0016863406408094434
19	[584008, 585065]	3	0.002835538752362949
19	[1744456, 1745510]	5	0.004739336492890996
19	[42680921, 42681643]	2	0.0027662517289073307
19	[46385909, 46387118]	8	0.006611570247933884
19	[1684909, 1685382]	4	0.008438818565400843
19	[3024756, 3025466]	8	0.011251758087201125
19	[51171522, 51173250]	12	0.006940427993059572
19	[19664787, 19665645]	10	0.011641443538998836
19	[2729992, 2730618]	2	0.003189792663476874
19	[8807644, 8807769]	1	0.007936507936507936
19	[8680577, 8680986]	3	0.007317073170731708
19	[1455016, 1456640]	4	0.0024615384615384616
19	[43978998, 43979900]	8	0.008859357696566999
19	[48222679, 48223070]	1	0.002551020408163265
19	[56698270, 56698868]	3	0.005008347245409015
19	[4915126, 4915500]	2	0.005333333333333333
19	[18770917, 18771709]	1	0.0012610340479192938
19	[1394291, 1394856]	3	0.00530035335689046
19	[1675695, 1676296]	4	0.006644518272425249
19	[57683216, 57683781]	2	0.0035335689045936395
19	[50836467, 50837747]	7	0.00546448087431694
19	[13952630, 13954138]	5	0.0033134526176275677
19	[1081833, 1083191]	7	0.0051508462104488595
19	[42391904, 42392480]	3	0.005199306759098787
19	[50770044, 50770627]	3	0.005136986301369863
19	[38692268, 38692852]	4	0.006837606837606838
19	[53966528, 53966920]	1	0.002544529262086514
19	[50771455, 50771582]	2	0.015625
19	[3576848, 3577675]	4	0.004830917874396135
19	[39620655, 39620949]	3	0.010169491525423728
19	[15310442, 15311371]	1	0.001075268817204301
19	[43045829, 43046129]	2	0.006644518272425249
19	[1690589, 1691820]	4	0.003246753246753247
19	[8764008, 8764487]	3	0.00625
19	[16362332, 16362577]	1	0.0040650406504065045
19	[55652483, 55652978]	5	0.010080645161290322
19	[6218295, 6220322]	8	0.0039447731755424065
19	[46094101, 46094634]	1	0.0018726591760299626
19	[54846450, 54846621]	2	0.011627906976744186
19	[18913170, 18913619]	2	0.0044444444444444444
19	[19162395, 19162651]	1	0.0038910505836575876
19	[18499016, 18499704]	2	0.002902757619738752
19	[48466501, 48466767]	3	0.011235955056179775
19	[35635501, 35636460]	4	0.004166666666666667
19	[6161131, 6161920]	7	0.008860759493670886
19	[35471142, 35471378]	2	0.008438818565400843
19	[45100222, 45100398]	3	0.01694915254237288
19	[51189612, 51190254]	4	0.006220839813374806
19	[4971229, 4971736]	4	0.007874015748031496
19	[41932961, 41934560]	5	0.003125
19	[3343594, 3344655]	6	0.005649717514124294
19	[29353226, 29353406]	1	0.0055248618784530384
19	[39797969, 39798208]	1	0.004166666666666667
19	[40009132, 40010009]	5	0.0056947608200455585
19	[42418291, 42418590]	1	0.0033333333333333335
19	[48762935, 48763703]	1	0.0013003901170351106
19	[54494469, 54495167]	6	0.008583690987124463
19	[5006213, 5006495]	1	0.0035335689045936395
19	[48000146, 48001538]	3	0.0021536252692031586
19	[15740102, 15740520]	2	0.00477326968973747
19	[30363974, 30364831]	5	0.005827505827505828
19	[11046113, 11046515]	1	0.0024813895781637717
19	[9419963, 9421090]	4	0.0035460992907801418
19	[19223740, 19224300]	2	0.0035650623885918
19	[2987173, 2987457]	2	0.007017543859649123
19	[50992904, 50993302]	4	0.010025062656641603
19	[14647537, 14648567]	1	0.0009699321047526673
19	[35843422, 35844094]	3	0.004457652303120356
19	[764221, 764294]	1	0.013513513513513514
19	[11312201, 11312584]	2	0.005208333333333333
19	[2187903, 2188201]	2	0.006688963210702341
19	[4352615, 4353132]	1	0.0019305019305019305
19	[6018795, 6019266]	1	0.00211864406779661
19	[11094836, 11094915]	1	0.0125
19	[29434562, 29434939]	1	0.0026455026455026454
19	[14466570, 14467429]	1	0.0011627906976744186
19	[1302111, 1302235]	1	0.008
19	[36313500, 36313869]	2	0.005405405405405406
19	[51479190, 51479336]	1	0.006802721088435374
19	[49379547, 49379947]	1	0.0024937655860349127
19	[39728373, 39728767]	1	0.002531645569620253
5	[1053136, 1053624]	4	0.0081799591002045
5	[167033350, 167033430]	3	0.037037037037037035
5	[777451, 778265]	9	0.011042944785276074
5	[6732223, 6732278]	1	0.017857142857142856
5	[170877902, 170878299]	3	0.007537688442211055
5	[178694111, 178694183]	2	0.0273972602739726
5	[42587502, 42588229]	7	0.009615384615384616
5	[177223784, 177224366]	1	0.0017152658662092624
5	[177623988, 177624320]	3	0.009009009009009009
5	[76237484, 76237577]	3	0.031914893617021274
5	[76878024, 76878330]	3	0.009771986970684038
5	[1165159, 1165261]	2	0.019417475728155338
5	[77268573, 77268822]	2	0.008
5	[156277551, 156277669]	3	0.025210084033613446
5	[498069, 498506]	4	0.0091324200913242
5	[124070881, 124071332]	2	0.004424778761061947
5	[14061262, 14061534]	1	0.003663003663003663
5	[29796082, 29796596]	15	0.02912621359223301
5	[1103771, 1104185]	1	0.0024096385542168677
5	[3392361, 3392798]	4	0.0091324200913242
5	[110797189, 110797362]	1	0.005747126436781609
5	[176154405, 176154770]	2	0.00546448087431694
5	[141228229, 141230697]	5	0.002025111381125962
5	[170171391, 170171896]	1	0.001976284584980237
5	[52095599, 52096299]	3	0.0042796005706134095
5	[36875246, 36875679]	3	0.0069124423963133645
5	[88338681, 88338875]	2	0.010256410256410256
5	[6411362, 6411498]	1	0.0072992700729927005
5	[177665756, 177665828]	3	0.0410958904109589
5	[86308909, 86309200]	1	0.003424657534246575
5	[1109732, 1109913]	1	0.005494505494505495
5	[171983936, 171984143]	1	0.004807692307692308
5	[96518440, 96518557]	1	0.00847457627118644
5	[139188120, 139188569]	1	0.0022222222222222222
5	[137883737, 137883991]	1	0.00392156862745098
5	[172753610, 172753881]	1	0.003676470588235294
5	[39167447, 39167556]	1	0.00909090909090909
5	[76151812, 76151993]	1	0.005494505494505495
5	[52096472, 52096870]	1	0.002506265664160401
5	[175605960, 175606075]	1	0.008620689655172414
11	[33958518, 33959265]	7	0.009358288770053475
11	[61536958, 61537364]	3	0.007371007371007371
11	[33963092, 33963689]	6	0.010033444816053512
11	[63841668, 63842193]	4	0.0076045627376425855
11	[69282273, 69282912]	3	0.0046875
11	[117296682, 117297621]	8	0.00851063829787234
11	[67820597, 67820970]	3	0.008021390374331552
11	[78127763, 78128372]	3	0.004918032786885246
11	[97554815, 97554979]	3	0.01818181818181818
11	[45920820, 45921868]	6	0.005719733079122974
11	[66468907, 66469769]	6	0.006952491309385863
11	[45376716, 45377316]	7	0.011647254575707155
11	[1417333, 1417563]	4	0.017316017316017316
11	[71951375, 71952152]	5	0.006426735218508998
11	[76375398, 76376550]	4	0.003469210754553339
11	[75287484, 75287842]	2	0.005571030640668524
11	[78001348, 78001632]	1	0.0035087719298245615
11	[76742176, 76742346]	2	0.011695906432748537
11	[69470193, 69470677]	2	0.004123711340206186
11	[71350210, 71350683]	4	0.008438818565400843
11	[1250028, 1250438]	2	0.004866180048661801
11	[61627605, 61628223]	3	0.004846526655896607
11	[62658664, 62659056]	2	0.005089058524173028
11	[58421488, 58421876]	2	0.005141388174807198
11	[70588394, 70589333]	8	0.00851063829787234
11	[94467752, 94467934]	1	0.00546448087431694
11	[130697662, 130698055]	2	0.005076142131979695
11	[33966182, 33966805]	3	0.004807692307692308
11	[60701704, 60702003]	2	0.006666666666666667
11	[92675172, 92675468]	3	0.010101010101010102
11	[68411077, 68411846]	2	0.0025974025974025974
11	[43965384, 43966810]	2	0.001401541695865452
11	[3247438, 3247850]	1	0.002421307506053269
11	[117281806, 117282132]	4	0.012232415902140673
11	[27545879, 27546038]	1	0.00625
11	[1799409, 1799974]	4	0.007067137809187279
11	[12263891, 12264243]	3	0.0084985835694051
11	[108288427, 108288523]	1	0.010309278350515464
11	[130731732, 130732305]	4	0.006968641114982578
11	[66845737, 66846247]	3	0.005870841487279843
11	[1779519, 1779800]	1	0.0035460992907801418
11	[114021350, 114021835]	1	0.00205761316872428
11	[75514111, 75514717]	1	0.0016474464579901153
11	[9142460, 9142829]	2	0.005405405405405406
11	[496765, 497116]	1	0.002840909090909091
11	[72469414, 72470673]	3	0.002380952380952381
11	[78003166, 78003679]	2	0.0038910505836575876
11	[47391344, 47391661]	1	0.0031446540880503146
11	[117492074, 117492241]	1	0.005952380952380952
11	[68137790, 68137971]	1	0.005494505494505495
11	[33974485, 33974572]	1	0.011363636363636364
11	[529963, 530249]	1	0.003484320557491289
11	[1393972, 1394116]	1	0.006896551724137931
11	[78451354, 78451453]	1	0.01
15	[69276188, 69276841]	2	0.0030581039755351682
15	[74600178, 74601140]	4	0.004153686396677051
15	[93593692, 93594221]	6	0.011320754716981131
15	[71418431, 71418746]	1	0.0031645569620253164
15	[78168024, 78169166]	1	0.0008748906386701663
15	[89030731, 89030891]	1	0.006211180124223602
15	[29966852, 29967490]	3	0.004694835680751174
15	[78162491, 78163436]	5	0.005285412262156448
15	[74537959, 74538204]	3	0.012195121951219513
15	[27777466, 27777923]	5	0.010917030567685589
15	[75521242, 75521467]	3	0.01327433628318584
15	[27372878, 27373306]	7	0.016317016317016316
15	[100330961, 100331402]	1	0.0022624434389140274
15	[22436042, 22436448]	9	0.022113022113022112
15	[49205427, 49205626]	1	0.005
15	[99978630, 99978744]	4	0.034782608695652174
15	[40550108, 40551008]	3	0.003329633740288568
15	[75978434, 75979098]	2	0.0030075187969924814
15	[37390740, 37391461]	4	0.00554016620498615
15	[66198919, 66199096]	1	0.0056179775280898875
15	[40068227, 40068525]	1	0.0033444816053511705
15	[70731729, 70732227]	5	0.01002004008016032
15	[100332429, 100332673]	1	0.004081632653061225
15	[74665726, 74667411]	2	0.0011862396204033216
15	[29419035, 29419741]	5	0.007072135785007072
15	[80036984, 80037107]	1	0.008064516129032258
15	[96816725, 96817410]	5	0.007288629737609329
15	[65510176, 65510945]	3	0.003896103896103896
15	[40622568, 40623479]	3	0.003289473684210526
15	[63683897, 63684380]	4	0.008264462809917356
15	[72529615, 72530239]	1	0.0016
15	[77934984, 77935806]	5	0.006075334143377886
15	[37312077, 37312527]	1	0.0022172949002217295
15	[66373492, 66373635]	1	0.006944444444444444
15	[68217641, 68217959]	1	0.003134796238244514
15	[102313984, 102314281]	1	0.003355704697986577
15	[69433948, 69434022]	1	0.013333333333333334
15	[78040027, 78040274]	2	0.008064516129032258
15	[41796938, 41797186]	2	0.008032128514056224
15	[77922217, 77922887]	2	0.0029806259314456036
15	[97034895, 97035180]	3	0.01048951048951049
15	[30465512, 30465899]	1	0.002577319587628866
15	[76002262, 76002926]	1	0.0015037593984962407
15	[30218011, 30218436]	1	0.002347417840375587
15	[89032555, 89032862]	1	0.003246753246753247
15	[91414831, 91415345]	1	0.001941747572815534
15	[55818737, 55819065]	1	0.00303951367781155
17	[37908569, 37909014]	1	0.002242152466367713
17	[40464255, 40465417]	6	0.005159071367153913
17	[78426715, 78429449]	11	0.0040219378427787935
17	[38229177, 38229511]	2	0.005970149253731343
17	[13413334, 13413833]	2	0.004
17	[42589128, 42589543]	3	0.007211538461538462
17	[13503986, 13504407]	1	0.002369668246445498
17	[17714850, 17716428]	2	0.001266624445851805
17	[54793155, 54793658]	6	0.011904761904761904
17	[21355724, 21355977]	1	0.003937007874015748
17	[37809503, 37810543]	2	0.0019212295869356388
17	[29024411, 29025558]	3	0.002613240418118467
17	[43226514, 43226945]	1	0.0023148148148148147
17	[75382218, 75382750]	1	0.001876172607879925
17	[15074820, 15075070]	2	0.00796812749003984
17	[32198608, 32199248]	13	0.0202808112324493
17	[60707759, 60707997]	2	0.008368200836820083
17	[5845968, 5846886]	6	0.006528835690968444
17	[62067717, 62068175]	3	0.006535947712418301
17	[76169080, 76169679]	1	0.0016666666666666668
17	[61775157, 61776070]	7	0.007658643326039387
17	[78993030, 78993611]	3	0.005154639175257732
17	[18871047, 18871694]	1	0.0015432098765432098
17	[72756097, 72757462]	5	0.0036603221083455345
17	[17722877, 17723454]	1	0.0017301038062283738
17	[6564199, 6564400]	3	0.01485148514851485
17	[2302697, 2303603]	5	0.005512679162072767
17	[41411595, 41411912]	2	0.006289308176100629
17	[38225087, 38225455]	1	0.0027100271002710027
17	[79700623, 79701367]	2	0.0026845637583892616
17	[40471757, 40472405]	3	0.004622496147919877
17	[43039308, 43039712]	1	0.0024691358024691358
17	[79397002, 79397349]	2	0.005747126436781609
17	[29028178, 29028493]	1	0.0031645569620253164
17	[60217867, 60217912]	3	0.06521739130434782
17	[80780864, 80781362]	1	0.002004008016032064
17	[4447462, 4447580]	1	0.008403361344537815
17	[74023073, 74023166]	1	0.010638297872340425
17	[21317895, 21318290]	2	0.005050505050505051
17	[10517901, 10518206]	2	0.006535947712418301
17	[81060126, 81061186]	1	0.000942507068803016
17	[40811819, 40812349]	1	0.0018832391713747645
17	[30916103, 30916337]	1	0.00425531914893617
17	[42015333, 42015954]	2	0.003215434083601286
17	[55939875, 55940691]	2	0.0024479804161566705
17	[48681793, 48682018]	2	0.008849557522123894
17	[77792873, 77793252]	2	0.005263157894736842
17	[56083714, 56084248]	1	0.001869158878504673
17	[48961401, 48961551]	1	0.006622516556291391
17	[76990206, 76990556]	1	0.002849002849002849
17	[79501263, 79501580]	1	0.0031446540880503146
17	[71152284, 71152764]	1	0.002079002079002079
17	[79974097, 79974436]	2	0.0058823529411764705
17	[62015733, 62015796]	1	0.015625
4	[3444871, 3446365]	8	0.005351170568561873
4	[9002200, 9002691]	3	0.006097560975609756
4	[27085623, 27085820]	5	0.025252525252525252
4	[1013185, 1013934]	5	0.006666666666666667
4	[1602658, 1602755]	1	0.01020408163265306
4	[1569434, 1570254]	5	0.0060901339829476245
4	[49163206, 49163446]	1	0.004149377593360996
4	[4144494, 4144740]	2	0.008097165991902834
4	[185231499, 185231741]	1	0.00411522633744856
4	[9533656, 9534318]	4	0.006033182503770739
4	[7541239, 7541981]	3	0.004037685060565276
4	[3049133, 3049502]	2	0.005405405405405406
4	[4184389, 4184995]	7	0.011532125205930808
4	[77227184, 77228064]	7	0.007945516458569807
4	[138774771, 138774944]	6	0.034482758620689655
4	[153979600, 153979775]	1	0.005681818181818182
4	[1764770, 1765962]	2	0.0016764459346186086
4	[5004959, 5005753]	9	0.011320754716981131
4	[4325663, 4326380]	4	0.005571030640668524
4	[3494079, 3494739]	2	0.0030257186081694403
4	[2537175, 2539305]	5	0.002346316283435007
4	[42304423, 42304751]	1	0.00303951367781155
4	[6889676, 6890125]	1	0.0022222222222222222
4	[25379881, 25380146]	3	0.011278195488721804
4	[10125234, 10125786]	1	0.0018083182640144665
4	[2802566, 2803345]	2	0.002564102564102564
4	[110106745, 110107003]	1	0.003861003861003861
4	[132646066, 132646460]	2	0.005063291139240506
4	[38675318, 38675581]	1	0.003787878787878788
4	[115728969, 115729280]	3	0.009615384615384616
4	[185805310, 185805789]	2	0.004166666666666667
4	[174555320, 174555417]	1	0.01020408163265306
4	[3468019, 3468393]	2	0.005333333333333333
4	[68904135, 68904232]	1	0.01020408163265306
4	[115509575, 115509846]	1	0.003676470588235294
12	[14410404, 14411333]	9	0.00967741935483871
12	[48180705, 48180838]	1	0.007462686567164179
12	[131748321, 131748459]	2	0.014388489208633094
12	[133129543, 133130029]	6	0.012320328542094456
12	[49725210, 49725988]	2	0.0025673940949935813
12	[122502671, 122503215]	2	0.003669724770642202
